id_ves,id_fish,catch_volume,product_uni,volumn_uni,id_fish_uni,new_name,volume
146.0,408.0,54637.0,6026.0,11703.0,,,
146.0,408.0,54637.0,6027.0,27324.0,,,
146.0,408.0,54637.0,-408.0,15610.0,,,
146.0,410.0,101218.0,2194.0,991.0,,,
146.0,410.0,101218.0,5523.0,8050.0,,,
146.0,410.0,101218.0,5538.0,39696.0,,,
146.0,410.0,101218.0,5558.0,26240.0,,,
146.0,410.0,101218.0,-410.0,26241.0,,,
146.0,616.0,1165.0,1405.0,706.0,,,
146.0,616.0,1165.0,-616.0,459.0,,,
146.0,779.0,1498.0,5230.0,1070.0,,,
146.0,779.0,1498.0,-779.0,428.0,,,
147.0,113.0,119.0,1126.0,90.0,,,
147.0,113.0,119.0,-113.0,29.0,,,
147.0,292.0,57232.0,1135.0,38154.0,,,
147.0,292.0,57232.0,1923.0,179.0,,,
147.0,292.0,57232.0,4648.0,1273.0,,,
147.0,292.0,57232.0,-292.0,17626.0,,,
147.0,408.0,46911.0,5427.0,33508.0,,,
147.0,408.0,46911.0,-408.0,13403.0,,,
147.0,610.0,1523.0,5081.0,1020.0,,,
147.0,610.0,1523.0,-610.0,503.0,,,
147.0,617.0,1139.0,1092.0,720.0,,,
147.0,617.0,1139.0,-617.0,419.0,,,
147.0,683.0,1329.0,2388.0,876.0,,,
147.0,683.0,1329.0,-683.0,453.0,,,
147.0,714.0,724.0,9534.0,518.0,,,
147.0,714.0,724.0,-714.0,206.0,,,
149.0,173.0,3247.0,1066.0,3247.0,,,
149.0,173.0,3247.0,-173.0,0.0,,,
149.0,228.0,113943.0,1702.0,113943.0,,,
149.0,228.0,113943.0,-228.0,0.0,,,
152.0,859.0,49849.0,4401.0,48024.0,,,
152.0,859.0,49849.0,-859.0,1825.0,,,
155.0,733.0,846.0,-733.0,846.0,,,
158.0,188.0,426021.0,-188.0,426021.0,,,
160.0,204.0,1353947.0,-204.0,1353947.0,,,
160.0,400.0,28982.0,2154.0,8544.0,,,
160.0,400.0,28982.0,2177.0,20438.0,,,
160.0,400.0,28982.0,-400.0,0.0,,,
167.0,90.0,3671.0,1169.0,3672.0,,,
167.0,90.0,3671.0,-90.0,-1.0,,,
167.0,286.0,22329.0,1300.0,22329.0,,,
167.0,286.0,22329.0,-286.0,0.0,,,
167.0,414.0,13110.0,9073.0,13110.0,,,
167.0,414.0,13110.0,-414.0,0.0,,,
167.0,431.0,9828.0,1337.0,9828.0,,,
167.0,431.0,9828.0,-431.0,0.0,,,
167.0,439.0,233496.0,-439.0,233496.0,,,
167.0,469.0,2376.0,-469.0,2376.0,,,
167.0,510.0,370770.0,-510.0,370770.0,,,
167.0,645.0,178320.0,1928.0,178320.0,,,
167.0,645.0,178320.0,-645.0,0.0,,,
167.0,738.0,2340.0,3694.0,2340.0,,,
167.0,738.0,2340.0,-738.0,0.0,,,
167.0,878.0,810.0,1228.0,810.0,,,
167.0,878.0,810.0,-878.0,0.0,,,
167.0,955.0,140966.0,1209.0,140966.0,,,
167.0,955.0,140966.0,-955.0,0.0,,,
169.0,173.0,27526.0,1066.0,27526.0,,,
169.0,173.0,27526.0,-173.0,0.0,,,
169.0,228.0,126319.0,1702.0,126319.0,,,
169.0,228.0,126319.0,-228.0,0.0,,,
172.0,144.0,266.0,3140.0,82.0,,,
172.0,144.0,266.0,-144.0,184.0,,,
172.0,292.0,6819.0,1593.0,3718.0,,,
172.0,292.0,6819.0,4553.0,190.0,,,
172.0,292.0,6819.0,5018.0,46.0,,,
172.0,292.0,6819.0,-292.0,2865.0,,,
172.0,400.0,20431.0,1474.0,51.0,,,
172.0,400.0,20431.0,2472.0,166.0,,,
172.0,400.0,20431.0,3524.0,11728.0,,,
172.0,400.0,20431.0,-400.0,8486.0,,,
172.0,451.0,581.0,3287.0,478.0,,,
172.0,451.0,581.0,9542.0,64.0,,,
172.0,451.0,581.0,-451.0,39.0,,,
174.0,224.0,716100.0,3959.0,93804.0,,,
174.0,224.0,716100.0,-224.0,622296.0,,,
175.0,839.0,2744.0,-839.0,2744.0,,,
177.0,400.0,3724452.0,1474.0,89253.0,,,
177.0,400.0,3724452.0,2472.0,53525.0,,,
177.0,400.0,3724452.0,2606.0,188920.0,,,
177.0,400.0,3724452.0,3524.0,2313323.0,,,
177.0,400.0,3724452.0,3964.0,26567.0,,,
177.0,400.0,3724452.0,-400.0,1052864.0,,,
178.0,839.0,397.0,-839.0,397.0,,,
181.0,88.0,3806.0,-88.0,3806.0,,,
181.0,113.0,7479.0,4210.0,1550.0,,,
181.0,113.0,7479.0,4211.0,300.0,,,
181.0,113.0,7479.0,5374.0,390.0,,,
181.0,113.0,7479.0,5375.0,4498.0,,,
181.0,113.0,7479.0,-113.0,741.0,,,
181.0,144.0,350.0,9637.0,100.0,,,
181.0,144.0,350.0,-144.0,250.0,,,
181.0,292.0,78333.0,3615.0,750.0,,,
181.0,292.0,78333.0,5997.0,5876.0,,,
181.0,292.0,78333.0,5999.0,14196.0,,,
181.0,292.0,78333.0,9015.0,3854.0,,,
181.0,292.0,78333.0,9017.0,28296.0,,,
181.0,292.0,78333.0,-292.0,25361.0,,,
181.0,408.0,34524.0,6026.0,8840.0,,,
181.0,408.0,34524.0,6027.0,15820.0,,,
181.0,408.0,34524.0,-408.0,9864.0,,,
181.0,610.0,27407.0,5073.0,16610.0,,,
181.0,610.0,27407.0,-610.0,10797.0,,,
181.0,614.0,10348.0,-614.0,10348.0,,,
181.0,779.0,7560.0,5230.0,5400.0,,,
181.0,779.0,7560.0,-779.0,2160.0,,,
184.0,292.0,6944.0,1135.0,4630.0,,,
184.0,292.0,6944.0,4648.0,215.0,,,
184.0,292.0,6944.0,-292.0,2099.0,,,
184.0,408.0,2268.0,5427.0,1620.0,,,
184.0,408.0,2268.0,-408.0,648.0,,,
184.0,721.0,6829.0,-721.0,6829.0,,,
185.0,292.0,18200.0,3007.0,0.0,,,
185.0,292.0,18200.0,-292.0,18200.0,,,
185.0,400.0,266895.0,2143.0,0.0,,,
185.0,400.0,266895.0,-400.0,266895.0,,,
185.0,403.0,56987.0,2149.0,0.0,,,
185.0,403.0,56987.0,-403.0,56987.0,,,
185.0,451.0,26800.0,2067.0,0.0,,,
185.0,451.0,26800.0,-451.0,26800.0,,,
185.0,677.0,60274.0,2017.0,0.0,,,
185.0,677.0,60274.0,-677.0,60274.0,,,
188.0,400.0,729133.0,1474.0,11459.0,,,
188.0,400.0,729133.0,2472.0,5704.0,,,
188.0,400.0,729133.0,3524.0,447595.0,,,
188.0,400.0,729133.0,3964.0,905.0,,,
188.0,400.0,729133.0,-400.0,263470.0,,,
190.0,854.0,122447.0,9576.0,18012.0,,,
190.0,854.0,122447.0,9577.0,14721.0,,,
190.0,854.0,122447.0,9578.0,38831.0,,,
190.0,854.0,122447.0,-854.0,50883.0,,,
193.0,400.0,2564438.0,1474.0,88721.0,,,
193.0,400.0,2564438.0,2472.0,4991.0,,,
193.0,400.0,2564438.0,2606.0,115518.0,,,
193.0,400.0,2564438.0,2634.0,10.0,,,
193.0,400.0,2564438.0,2675.0,1994.0,,,
193.0,400.0,2564438.0,3501.0,0.0,,,
193.0,400.0,2564438.0,3524.0,1572310.0,,,
193.0,400.0,2564438.0,3964.0,12750.0,,,
193.0,400.0,2564438.0,4785.0,0.0,,,
193.0,400.0,2564438.0,-400.0,768144.0,,,
193.0,677.0,175013.0,2599.0,28700.0,,,
193.0,677.0,175013.0,-677.0,146313.0,,,
197.0,292.0,9892.0,2607.0,1820.0,,,
197.0,292.0,9892.0,-292.0,8072.0,,,
197.0,400.0,3282942.0,1474.0,109571.0,,,
197.0,400.0,3282942.0,2472.0,15663.0,,,
197.0,400.0,3282942.0,2606.0,147053.0,,,
197.0,400.0,3282942.0,2634.0,46.0,,,
197.0,400.0,3282942.0,2675.0,3438.0,,,
197.0,400.0,3282942.0,3524.0,2012840.0,,,
197.0,400.0,3282942.0,3964.0,12439.0,,,
197.0,400.0,3282942.0,-400.0,981892.0,,,
197.0,677.0,156017.0,2599.0,25585.0,,,
197.0,677.0,156017.0,-677.0,130432.0,,,
198.0,839.0,8978.0,-839.0,8978.0,,,
200.0,400.0,612105.0,1472.0,24231.0,,,
200.0,400.0,612105.0,3524.0,346998.0,,,
200.0,400.0,612105.0,-400.0,240876.0,,,
201.0,400.0,555600.0,1474.0,20186.0,,,
201.0,400.0,555600.0,2472.0,1129.0,,,
201.0,400.0,555600.0,3524.0,314966.0,,,
201.0,400.0,555600.0,-400.0,219319.0,,,
203.0,112.0,9109.0,4835.0,6040.0,,,
203.0,112.0,9109.0,-112.0,3069.0,,,
203.0,113.0,87.0,4989.0,59.0,,,
203.0,113.0,87.0,-113.0,28.0,,,
203.0,144.0,1472.0,3140.0,455.0,,,
203.0,144.0,1472.0,-144.0,1017.0,,,
203.0,292.0,149946.0,1593.0,84214.0,,,
203.0,292.0,149946.0,2676.0,1511.0,,,
203.0,292.0,149946.0,5018.0,1139.0,,,
203.0,292.0,149946.0,-292.0,63082.0,,,
203.0,400.0,404203.0,1474.0,9854.0,,,
203.0,400.0,404203.0,2143.0,0.0,,,
203.0,400.0,404203.0,2472.0,3220.0,,,
203.0,400.0,404203.0,2675.0,364.0,,,
203.0,400.0,404203.0,3524.0,230446.0,,,
203.0,400.0,404203.0,-400.0,160319.0,,,
203.0,451.0,97285.0,4850.0,16727.0,,,
203.0,451.0,97285.0,4913.0,14896.0,,,
203.0,451.0,97285.0,9541.0,2201.0,,,
203.0,451.0,97285.0,9542.0,5279.0,,,
203.0,451.0,97285.0,9543.0,29255.0,,,
203.0,451.0,97285.0,-451.0,28927.0,,,
203.0,683.0,546.0,1273.0,316.0,,,
203.0,683.0,546.0,4039.0,0.0,,,
203.0,683.0,546.0,4944.0,0.0,,,
203.0,683.0,546.0,-683.0,230.0,,,
203.0,692.0,196773.0,3794.0,194824.0,,,
203.0,692.0,196773.0,-692.0,1949.0,,,
203.0,696.0,8.0,3847.0,5.0,,,
203.0,696.0,8.0,-696.0,3.0,,,
203.0,888.0,347.0,3539.0,181.0,,,
203.0,888.0,347.0,-888.0,166.0,,,
207.0,400.0,1694893.0,1450.0,89326.0,,,
207.0,400.0,1694893.0,1474.0,63899.0,,,
207.0,400.0,1694893.0,2472.0,3214.0,,,
207.0,400.0,1694893.0,2606.0,149119.0,,,
207.0,400.0,1694893.0,3501.0,265888.0,,,
207.0,400.0,1694893.0,3778.0,144807.0,,,
207.0,400.0,1694893.0,3964.0,29740.0,,,
207.0,400.0,1694893.0,-400.0,948900.0,,,
208.0,112.0,2653.0,4835.0,1494.0,,,
208.0,112.0,2653.0,9639.0,265.0,,,
208.0,112.0,2653.0,-112.0,894.0,,,
208.0,292.0,180788.0,1593.0,92651.0,,,
208.0,292.0,180788.0,2676.0,1035.0,,,
208.0,292.0,180788.0,4946.0,1863.0,,,
208.0,292.0,180788.0,5018.0,0.0,,,
208.0,292.0,180788.0,-292.0,85239.0,,,
208.0,400.0,43420.0,1474.0,805.0,,,
208.0,400.0,43420.0,2675.0,0.0,,,
208.0,400.0,43420.0,3524.0,24755.0,,,
208.0,400.0,43420.0,-400.0,17860.0,,,
208.0,451.0,57208.0,4913.0,19805.0,,,
208.0,451.0,57208.0,9541.0,0.0,,,
208.0,451.0,57208.0,9543.0,20201.0,,,
208.0,451.0,57208.0,-451.0,17202.0,,,
208.0,683.0,96282.0,1273.0,4469.0,,,
208.0,683.0,96282.0,3604.0,50398.0,,,
208.0,683.0,96282.0,4039.0,306.0,,,
208.0,683.0,96282.0,-683.0,41109.0,,,
208.0,692.0,203367.0,3794.0,201353.0,,,
208.0,692.0,203367.0,-692.0,2014.0,,,
208.0,880.0,55.0,3480.0,54.0,,,
